172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
85.0,78.0,94.0,334.0,224.0,173.0,250.0,193.0,62.0,1712.0,1143.0,57.0,371.0,414.0,175.0,161.0,157.0,77.0,0,
87.0,78.0,98.0,339.0,182.0,113.0,190.0,193.0,51.0,1712.0,945.0,60.0,371.0,399.0,175.0,167.0,159.0,101.0,0,
88.0,69.0,84.0,288.0,129.0,125.0,190.0,168.0,60.0,1690.0,988.0,48.0,366.0,377.0,142.0,167.0,131.0,90.0,0,
68.0,80.0,93.0,356.0,83.0,150.0,200.0,218.0,56.0,1883.0,938.0,43.0,379.0,392.0,165.0,134.0,140.0,90.0,0,
76.0,72.0,107.0,314.0,167.0,134.0,208.0,227.0,48.0,1838.0,943.0,69.0,357.0,380.0,151.0,153.0,155.0,80.0,0,
76.0,85.0,107.0,340.0,180.0,179.0,221.0,185.0,57.0,1746.0,1103.0,40.0,409.0,407.0,175.0,161.0,152.0,99.0,0,
91.0,87.0,89.0,325.0,136.0,110.0,227.0,218.0,58.0,1867.0,1075.0,44.0,394.0,417.0,179.0,160.0,152.0,77.0,0,
103.0,68.0,97.0,343.0,178.0,110.0,231.0,205.0,56.0,1812.0,999.0,52.0,409.0,387.0,168.0,168.0,147.0,74.0,0,
86.0,68.0,95.0,323.0,135.0,108.0,206.0,199.0,50.0,1839.0,983.0,62.0,336.0,409.0,187.0,155.0,151.0,73.0,0,
73.0,62.0,82.0,306.0,201.0,111.0,209.0,184.0,43.0,1701.0,831.0,61.0,372.0,344.0,164.0,147.0,134.0,43.0,0,
84.0,65.0,90.0,340.0,88.0,106.0,217.0,222.0,46.0,1762.0,831.0,48.0,352.0,344.0,187.0,132.0,155.0,104.0,0,
96.0,62.0,109.0,308.0,151.0,132.0,177.0,215.0,59.0,1948.0,825.0,56.0,404.0,353.0,165.0,150.0,158.0,75.0,0,
73.0,71.0,75.0,360.0,160.0,138.0,234.0,183.0,59.0,1809.0,1055.0,44.0,361.0,388.0,151.0,169.0,154.0,96.0,0,
87.0,71.0,75.0,346.0,134.0,138.0,221.0,229.0,52.0,1902.0,1021.0,35.0,402.0,406.0,158.0,168.0,165.0,86.0,0,
98.0,71.0,90.0,346.0,198.0,162.0,235.0,223.0,69.0,1855.0,973.0,74.0,401.0,407.0,170.0,153.0,147.0,98.0,0,
94.0,65.0,107.0,354.0,218.0,154.0,207.0,212.0,53.0,1952.0,1091.0,74.0,390.0,431.0,178.0,175.0,178.0,107.0,0,
102.0,80.0,91.0,308.0,95.0,85.0,191.0,193.0,56.0,1694.0,1010.0,51.0,330.0,401.0,169.0,159.0,153.0,63.0,0,
91.0,78.0,110.0,308.0,221.0,85.0,226.0,223.0,74.0,1944.0,1066.0,55.0,403.0,391.0,186.0,147.0,172.0,99.0,0,
83.0,76.0,83.0,336.0,56.0,103.0,215.0,170.0,60.0,1779.0,983.0,73.0,410.0,392.0,158.0,161.0,139.0,77.0,0,
78.0,76.0,85.0,313.0,214.0,180.0,229.0,170.0,48.0,1859.0,1032.0,47.0,389.0,415.0,183.0,156.0,148.0,75.0,0,
82.0,83.0,87.0,354.0,150.0,83.0,202.0,191.0,36.0,1801.0,1029.0,56.0,378.0,429.0,185.0,171.0,161.0,88.0,0,
58.0,86.0,106.0,338.0,150.0,135.0,249.0,191.0,36.0,1874.0,1001.0,60.0,393.0,378.0,171.0,148.0,153.0,89.0,0,
85.0,66.0,109.0,345.0,173.0,107.0,232.0,212.0,62.0,1921.0,998.0,49.0,386.0,404.0,164.0,148.0,153.0,92.0,0,
89.0,66.0,110.0,332.0,115.0,144.0,244.0,207.0,47.0,1806.0,1040.0,64.0,386.0,416.0,181.0,164.0,154.0,89.0,0,
66.0,57.0,93.0,335.0,199.0,125.0,204.0,213.0,60.0,1719.0,996.0,59.0,364.0,405.0,181.0,146.0,148.0,75.0,0,
66.0,57.0,96.0,314.0,125.0,114.0,208.0,182.0,56.0,1639.0,998.0,47.0,370.0,411.0,170.0,162.0,139.0,81.0,0,
78.0,63.0,96.0,314.0,162.0,164.0,208.0,182.0,54.0,1639.0,960.0,55.0,370.0,370.0,143.0,159.0,139.0,99.0,0,
88.0,73.0,91.0,246.0,109.0,69.0,168.0,182.0,46.0,1265.0,799.0,43.0,370.0,299.0,159.0,137.0,125.0,63.0,1,172.20.1.173
88.0,32.0,24.0,246.0,109.0,69.0,168.0,23.0,38.0,1265.0,799.0,52.0,53.0,20.0,159.0,137.0,125.0,58.0,1,172.20.1.173
33.0,39.0,43.0,64.0,27.0,39.0,40.0,23.0,44.0,96.0,58.0,37.0,53.0,21.0,61.0,43.0,34.0,58.0,1,172.20.1.173
65.0,43.0,41.0,69.0,27.0,52.0,67.0,58.0,46.0,96.0,151.0,51.0,53.0,180.0,72.0,60.0,46.0,55.0,1,172.20.1.173
82.0,51.0,55.0,301.0,175.0,52.0,67.0,60.0,51.0,299.0,1281.0,49.0,133.0,452.0,157.0,104.0,118.0,99.0,0,
98.0,55.0,77.0,301.0,136.0,110.0,286.0,123.0,48.0,876.0,1281.0,48.0,223.0,452.0,178.0,132.0,118.0,63.0,0,
80.0,59.0,69.0,359.0,171.0,118.0,327.0,127.0,33.0,918.0,1393.0,61.0,216.0,507.0,185.0,126.0,146.0,83.0,0,
100.0,47.0,53.0,372.0,97.0,111.0,260.0,126.0,40.0,962.0,1393.0,55.0,239.0,537.0,189.0,125.0,132.0,100.0,0,
107.0,59.0,67.0,372.0,203.0,158.0,260.0,101.0,47.0,827.0,1393.0,58.0,221.0,575.0,196.0,142.0,159.0,91.0,0,
111.0,42.0,79.0,373.0,138.0,145.0,285.0,148.0,46.0,1013.0,1472.0,49.0,243.0,543.0,198.0,141.0,157.0,84.0,0,
86.0,55.0,73.0,345.0,187.0,126.0,316.0,97.0,52.0,666.0,1415.0,46.0,220.0,522.0,178.0,128.0,152.0,94.0,0,
86.0,56.0,69.0,393.0,201.0,129.0,316.0,144.0,52.0,934.0,1415.0,47.0,241.0,576.0,179.0,151.0,172.0,91.0,0,
89.0,63.0,65.0,365.0,112.0,115.0,291.0,94.0,31.0,769.0,1517.0,68.0,232.0,535.0,174.0,135.0,172.0,86.0,0,
108.0,58.0,49.0,360.0,203.0,127.0,319.0,118.0,36.0,741.0,1556.0,59.0,216.0,542.0,172.0,131.0,131.0,90.0,0,
99.0,42.0,71.0,352.0,117.0,115.0,274.0,105.0,61.0,835.0,1496.0,58.0,262.0,536.0,196.0,131.0,163.0,95.0,0,
116.0,63.0,64.0,351.0,169.0,162.0,345.0,105.0,54.0,872.0,1579.0,50.0,234.0,566.0,199.0,135.0,143.0,89.0,0,
100.0,52.0,75.0,351.0,154.0,116.0,318.0,106.0,70.0,896.0,1551.0,50.0,259.0,560.0,212.0,128.0,144.0,95.0,0,
101.0,49.0,54.0,352.0,132.0,160.0,299.0,113.0,43.0,883.0,1544.0,64.0,243.0,536.0,186.0,147.0,155.0,79.0,0,
89.0,53.0,74.0,396.0,198.0,144.0,311.0,145.0,72.0,990.0,1555.0,52.0,236.0,543.0,192.0,132.0,155.0,89.0,0,
103.0,59.0,79.0,363.0,99.0,160.0,280.0,121.0,53.0,1005.0,1476.0,42.0,276.0,542.0,204.0,155.0,141.0,86.0,0,
98.0,41.0,66.0,380.0,200.0,124.0,341.0,134.0,53.0,1135.0,1616.0,54.0,266.0,591.0,201.0,146.0,158.0,109.0,0,
95.0,70.0,61.0,338.0,113.0,71.0,284.0,96.0,49.0,894.0,1484.0,38.0,252.0,526.0,185.0,150.0,155.0,71.0,0,
106.0,66.0,60.0,355.0,113.0,160.0,338.0,132.0,62.0,975.0,1554.0,61.0,252.0,552.0,201.0,130.0,147.0,71.0,0,
97.0,65.0,78.0,358.0,175.0,123.0,305.0,130.0,47.0,959.0,1550.0,65.0,238.0,560.0,203.0,154.0,147.0,97.0,0,
119.0,64.0,78.0,382.0,108.0,125.0,326.0,127.0,38.0,932.0,1642.0,37.0,272.0,549.0,206.0,159.0,162.0,97.0,0,
116.0,51.0,62.0,382.0,238.0,179.0,327.0,127.0,46.0,935.0,1614.0,42.0,241.0,560.0,206.0,138.0,167.0,91.0,0,
127.0,41.0,65.0,349.0,148.0,172.0,287.0,119.0,49.0,939.0,1518.0,36.0,258.0,530.0,209.0,147.0,163.0,91.0,0,
127.0,43.0,68.0,377.0,170.0,130.0,296.0,118.0,46.0,802.0,1492.0,61.0,213.0,511.0,183.0,137.0,156.0,100.0,0,
91.0,43.0,79.0,341.0,183.0,122.0,296.0,116.0,46.0,919.0,1513.0,38.0,265.0,558.0,184.0,139.0,161.0,95.0,0,
89.0,46.0,66.0,362.0,192.0,171.0,282.0,140.0,47.0,1097.0,1438.0,49.0,269.0,510.0,195.0,135.0,146.0,86.0,0,
107.0,66.0,82.0,401.0,198.0,127.0,336.0,132.0,55.0,1158.0,1609.0,50.0,295.0,510.0,213.0,146.0,162.0,109.0,0,
111.0,69.0,76.0,401.0,190.0,159.0,357.0,140.0,57.0,1078.0,1690.0,47.0,287.0,633.0,195.0,149.0,182.0,92.0,0,
101.0,46.0,72.0,369.0,169.0,110.0,319.0,149.0,35.0,941.0,1602.0,59.0,252.0,577.0,196.0,143.0,167.0,79.0,0,
114.0,65.0,79.0,392.0,172.0,156.0,365.0,151.0,47.0,1166.0,1631.0,60.0,306.0,557.0,197.0,150.0,166.0,80.0,0,
100.0,66.0,90.0,417.0,172.0,176.0,312.0,151.0,60.0,1198.0,1621.0,49.0,294.0,598.0,211.0,145.0,177.0,93.0,0,
96.0,67.0,78.0,345.0,136.0,110.0,313.0,134.0,39.0,1211.0,1521.0,63.0,309.0,556.0,206.0,143.0,154.0,74.0,0,
104.0,66.0,78.0,399.0,213.0,174.0,338.0,134.0,49.0,1240.0,1575.0,59.0,306.0,585.0,197.0,141.0,170.0,74.0,0,
120.0,44.0,84.0,398.0,125.0,109.0,303.0,114.0,41.0,1097.0,1616.0,51.0,285.0,603.0,228.0,166.0,162.0,81.0,0,
112.0,64.0,79.0,401.0,216.0,109.0,369.0,140.0,39.0,1217.0,1690.0,58.0,304.0,548.0,212.0,155.0,169.0,97.0,0,
100.0,62.0,73.0,375.0,135.0,128.0,264.0,142.0,67.0,1185.0,1454.0,68.0,299.0,582.0,214.0,152.0,160.0,72.0,0,
128.0,63.0,84.0,401.0,135.0,128.0,340.0,162.0,54.0,1089.0,1542.0,56.0,285.0,561.0,207.0,135.0,166.0,87.0,0,
113.0,55.0,95.0,401.0,156.0,128.0,300.0,156.0,67.0,1412.0,1480.0,57.0,285.0,580.0,212.0,155.0,172.0,112.0,0,
100.0,70.0,90.0,386.0,193.0,170.0,329.0,176.0,43.0,1406.0,1576.0,63.0,335.0,549.0,194.0,151.0,187.0,82.0,0,
112.0,70.0,95.0,403.0,122.0,141.0,296.0,176.0,50.0,1406.0,1493.0,54.0,357.0,545.0,207.0,151.0,182.0,85.0,0,
94.0,74.0,73.0,372.0,153.0,109.0,306.0,144.0,54.0,1239.0,1478.0,54.0,308.0,545.0,219.0,148.0,145.0,79.0,0,
87.0,71.0,76.0,385.0,208.0,109.0,309.0,159.0,41.0,1205.0,1547.0,37.0,301.0,567.0,203.0,149.0,150.0,79.0,0,
112.0,57.0,80.0,408.0,120.0,108.0,306.0,132.0,62.0,1302.0,1602.0,48.0,341.0,584.0,199.0,156.0,169.0,100.0,0,
103.0,67.0,77.0,425.0,243.0,108.0,359.0,180.0,62.0,1278.0,1686.0,66.0,318.0,601.0,209.0,156.0,172.0,113.0,0,
91.0,45.0,70.0,388.0,242.0,119.0,340.0,152.0,51.0,1289.0,1507.0,61.0,339.0,540.0,202.0,163.0,177.0,105.0,0,
105.0,43.0,70.0,366.0,142.0,124.0,305.0,151.0,52.0,1213.0,1481.0,52.0,284.0,532.0,206.0,148.0,169.0,81.0,0,
98.0,44.0,70.0,398.0,209.0,129.0,313.0,172.0,51.0,1213.0,1631.0,45.0,341.0,566.0,215.0,148.0,171.0,112.0,0,
119.0,66.0,84.0,398.0,187.0,153.0,309.0,149.0,55.0,1091.0,1699.0,44.0,285.0,566.0,215.0,160.0,171.0,95.0,0,
117.0,64.0,77.0,391.0,189.0,160.0,346.0,149.0,57.0,1328.0,1587.0,56.0,310.0,549.0,194.0,141.0,164.0,87.0,0,
95.0,59.0,78.0,399.0,179.0,120.0,311.0,173.0,54.0,1287.0,1554.0,49.0,288.0,571.0,208.0,141.0,162.0,104.0,0,
95.0,63.0,85.0,356.0,80.0,101.0,269.0,150.0,48.0,1267.0,1506.0,59.0,323.0,521.0,178.0,147.0,147.0,90.0,0,
95.0,52.0,86.0,374.0,165.0,146.0,295.0,157.0,50.0,1267.0,1438.0,55.0,307.0,498.0,198.0,141.0,155.0,93.0,1,172.20.2.148
79.0,52.0,59.0,326.0,147.0,152.0,261.0,150.0,57.0,1199.0,1191.0,66.0,269.0,435.0,166.0,138.0,146.0,91.0,1,172.20.2.148
79.0,5.0,68.0,311.0,112.0,137.0,352.0,113.0,53.0,871.0,1234.0,52.0,243.0,539.0,176.0,118.0,131.0,97.0,1,172.20.2.148
101.0,31.0,68.0,341.0,112.0,190.0,273.0,136.0,60.0,994.0,1353.0,67.0,265.0,487.0,174.0,146.0,151.0,83.0,1,172.20.2.148
107.0,58.0,43.0,420.0,120.0,80.0,330.0,114.0,57.0,1038.0,1740.0,46.0,299.0,487.0,231.0,154.0,155.0,83.0,0,
127.0,57.0,81.0,427.0,203.0,80.0,330.0,177.0,60.0,1350.0,1748.0,57.0,337.0,602.0,211.0,146.0,178.0,108.0,0,
110.0,66.0,94.0,411.0,202.0,153.0,327.0,158.0,42.0,1279.0,1665.0,51.0,316.0,623.0,210.0,164.0,180.0,95.0,0,
127.0,62.0,87.0,431.0,237.0,181.0,338.0,185.0,68.0,1384.0,1697.0,51.0,326.0,613.0,229.0,164.0,192.0,83.0,0,
113.0,57.0,93.0,460.0,221.0,202.0,362.0,162.0,62.0,1327.0,1853.0,61.0,309.0,670.0,238.0,167.0,193.0,113.0,0,
112.0,68.0,93.0,414.0,155.0,162.0,309.0,167.0,48.0,1353.0,1715.0,66.0,349.0,629.0,222.0,165.0,174.0,75.0,0,
115.0,68.0,78.0,449.0,116.0,162.0,309.0,150.0,51.0,1134.0,1859.0,55.0,298.0,634.0,210.0,154.0,171.0,93.0,0,
115.0,54.0,65.0,404.0,192.0,143.0,330.0,140.0,68.0,1156.0,1680.0,55.0,311.0,618.0,207.0,175.0,165.0,87.0,0,
107.0,55.0,77.0,434.0,230.0,223.0,353.0,148.0,68.0,1278.0,1816.0,52.0,315.0,657.0,221.0,146.0,194.0,87.0,0,
117.0,55.0,77.0,453.0,179.0,112.0,344.0,172.0,60.0,1424.0,1805.0,59.0,348.0,658.0,226.0,171.0,188.0,102.0,0,
124.0,50.0,81.0,453.0,249.0,184.0,304.0,180.0,54.0,1446.0,1625.0,61.0,340.0,593.0,221.0,177.0,182.0,100.0,0,
116.0,62.0,72.0,425.0,186.0,179.0,374.0,147.0,64.0,1328.0,1826.0,48.0,352.0,663.0,233.0,187.0,180.0,92.0,0,
115.0,64.0,89.0,445.0,213.0,132.0,352.0,181.0,55.0,1270.0,1895.0,48.0,313.0,684.0,227.0,161.0,187.0,93.0,0,
95.0,71.0,76.0,441.0,184.0,193.0,350.0,130.0,62.0,1172.0,1936.0,43.0,341.0,673.0,228.0,181.0,189.0,120.0,0,
124.0,54.0,76.0,421.0,254.0,184.0,328.0,183.0,65.0,1472.0,1734.0,51.0,319.0,599.0,213.0,167.0,176.0,86.0,0,
99.0,56.0,83.0,396.0,178.0,138.0,352.0,155.0,55.0,1355.0,1677.0,47.0,341.0,623.0,214.0,158.0,183.0,100.0,0,
120.0,74.0,90.0,452.0,201.0,154.0,330.0,155.0,53.0,1203.0,1822.0,60.0,331.0,660.0,222.0,162.0,183.0,100.0,0,
107.0,68.0,64.0,434.0,244.0,172.0,368.0,155.0,52.0,1353.0,1878.0,59.0,329.0,659.0,228.0,185.0,181.0,118.0,0,
109.0,59.0,85.0,434.0,203.0,161.0,373.0,151.0,52.0,1321.0,1943.0,60.0,359.0,694.0,241.0,179.0,181.0,98.0,0,
103.0,61.0,77.0,390.0,205.0,107.0,341.0,160.0,47.0,1301.0,1710.0,48.0,284.0,597.0,208.0,144.0,181.0,92.0,0,
105.0,64.0,97.0,434.0,203.0,162.0,344.0,159.0,50.0,1415.0,1687.0,38.0,333.0,625.0,222.0,166.0,179.0,116.0,0,
129.0,64.0,80.0,474.0,210.0,194.0,407.0,172.0,53.0,1411.0,1938.0,67.0,321.0,682.0,222.0,153.0,188.0,93.0,0,
117.0,54.0,89.0,478.0,204.0,165.0,365.0,169.0,45.0,1454.0,1919.0,46.0,354.0,711.0,259.0,189.0,187.0,101.0,0,
100.0,62.0,95.0,427.0,190.0,178.0,365.0,149.0,43.0,1195.0,1728.0,50.0,319.0,602.0,218.0,155.0,175.0,102.0,0,
98.0,53.0,76.0,448.0,216.0,202.0,366.0,159.0,45.0,1318.0,1984.0,43.0,350.0,602.0,231.0,155.0,192.0,102.0,0,
98.0,58.0,73.0,437.0,192.0,160.0,363.0,153.0,60.0,1215.0,1878.0,50.0,296.0,691.0,224.0,169.0,177.0,90.0,0,
109.0,50.0,55.0,431.0,206.0,134.0,364.0,116.0,55.0,1111.0,1877.0,54.0,291.0,669.0,216.0,158.0,170.0,127.0,0,
116.0,49.0,76.0,476.0,205.0,145.0,377.0,164.0,48.0,1195.0,1986.0,54.0,332.0,695.0,233.0,164.0,200.0,98.0,0,
101.0,62.0,76.0,459.0,221.0,153.0,432.0,134.0,51.0,1358.0,1932.0,43.0,349.0,716.0,227.0,180.0,190.0,103.0,0,
113.0,71.0,73.0,446.0,130.0,113.0,361.0,178.0,49.0,1337.0,1863.0,34.0,326.0,670.0,224.0,162.0,191.0,107.0,0,
128.0,58.0,97.0,460.0,200.0,150.0,391.0,158.0,49.0,1440.0,1855.0,50.0,333.0,677.0,248.0,170.0,190.0,102.0,0,
110.0,53.0,83.0,463.0,236.0,150.0,413.0,145.0,55.0,1213.0,1855.0,65.0,327.0,735.0,245.0,191.0,196.0,120.0,0,
114.0,65.0,76.0,456.0,128.0,160.0,347.0,178.0,46.0,1213.0,1781.0,60.0,365.0,669.0,227.0,170.0,192.0,81.0,0,
105.0,65.0,76.0,456.0,207.0,160.0,347.0,148.0,68.0,1273.0,1781.0,50.0,341.0,715.0,233.0,167.0,195.0,121.0,0,
112.0,57.0,72.0,424.0,164.0,115.0,299.0,172.0,61.0,1332.0,1750.0,49.0,337.0,673.0,238.0,162.0,185.0,75.0,0,
139.0,56.0,78.0,467.0,216.0,200.0,422.0,163.0,57.0,1359.0,1946.0,56.0,337.0,686.0,224.0,174.0,209.0,108.0,0,
115.0,69.0,82.0,451.0,227.0,192.0,345.0,167.0,51.0,1205.0,1990.0,54.0,319.0,716.0,239.0,174.0,195.0,96.0,0,
136.0,56.0,92.0,464.0,233.0,142.0,406.0,144.0,44.0,1153.0,1955.0,64.0,318.0,693.0,234.0,165.0,184.0,97.0,0,
133.0,56.0,92.0,475.0,176.0,162.0,367.0,181.0,58.0,1342.0,2067.0,58.0,350.0,693.0,256.0,175.0,195.0,120.0,0,
132.0,67.0,75.0,443.0,187.0,175.0,410.0,169.0,47.0,1447.0,1871.0,58.0,373.0,689.0,222.0,166.0,179.0,64.0,0,
108.0,48.0,84.0,482.0,236.0,186.0,423.0,152.0,80.0,1275.0,1921.0,45.0,336.0,695.0,208.0,168.0,179.0,64.0,0,
139.0,57.0,84.0,475.0,236.0,173.0,392.0,149.0,54.0,1317.0,2032.0,38.0,340.0,751.0,245.0,179.0,169.0,104.0,0,
123.0,63.0,80.0,484.0,167.0,188.0,392.0,137.0,54.0,1208.0,2114.0,48.0,344.0,745.0,248.0,178.0,184.0,101.0,0,
116.0,51.0,95.0,455.0,131.0,166.0,357.0,178.0,43.0,1318.0,1910.0,47.0,348.0,658.0,240.0,166.0,194.0,102.0,0,
120.0,70.0,69.0,428.0,237.0,134.0,351.0,155.0,54.0,1306.0,1916.0,47.0,342.0,690.0,234.0,189.0,184.0,115.0,0,
136.0,54.0,86.0,482.0,213.0,113.0,351.0,126.0,59.0,1255.0,1972.0,63.0,318.0,718.0,245.0,179.0,191.0,106.0,0,
122.0,52.0,78.0,482.0,213.0,113.0,393.0,161.0,49.0,1380.0,2018.0,52.0,355.0,718.0,258.0,184.0,191.0,106.0,0,
131.0,63.0,78.0,453.0,197.0,190.0,375.0,161.0,55.0,1383.0,1914.0,58.0,344.0,704.0,251.0,187.0,195.0,91.0,0,
111.0,58.0,94.0,486.0,150.0,185.0,375.0,130.0,67.0,1224.0,2029.0,56.0,320.0,694.0,238.0,172.0,194.0,120.0,0,
116.0,60.0,78.0,441.0,226.0,163.0,359.0,143.0,47.0,1047.0,1972.0,71.0,301.0,691.0,245.0,176.0,196.0,110.0,0,
106.0,43.0,76.0,439.0,203.0,154.0,362.0,168.0,55.0,1423.0,1815.0,45.0,348.0,652.0,228.0,172.0,185.0,114.0,0,
111.0,58.0,82.0,439.0,197.0,145.0,362.0,154.0,69.0,1286.0,2045.0,57.0,335.0,652.0,247.0,197.0,204.0,112.0,0,
111.0,54.0,80.0,368.0,197.0,135.0,394.0,177.0,40.0,1450.0,2045.0,54.0,361.0,625.0,247.0,188.0,199.0,112.0,1,172.20.1.165
90.0,66.0,94.0,368.0,197.0,135.0,326.0,146.0,59.0,1322.0,1434.0,62.0,344.0,625.0,202.0,165.0,174.0,97.0,1,172.20.1.165
96.0,79.0,82.0,381.0,145.0,23.0,296.0,171.0,55.0,1371.0,1434.0,54.0,295.0,528.0,167.0,142.0,157.0,67.0,1,172.20.1.165
118.0,78.0,100.0,383.0,216.0,124.0,325.0,180.0,50.0,1624.0,1509.0,43.0,375.0,557.0,217.0,168.0,164.0,91.0,1,172.20.1.165
92.0,78.0,87.0,449.0,173.0,124.0,332.0,199.0,54.0,1663.0,1707.0,57.0,400.0,585.0,199.0,168.0,202.0,98.0,0,
119.0,51.0,84.0,457.0,232.0,170.0,324.0,189.0,54.0,1749.0,1712.0,60.0,391.0,637.0,217.0,172.0,191.0,88.0,0,
102.0,69.0,102.0,438.0,83.0,177.0,337.0,185.0,59.0,1673.0,1654.0,40.0,374.0,596.0,210.0,154.0,194.0,91.0,0,
124.0,69.0,92.0,414.0,250.0,199.0,309.0,172.0,53.0,1728.0,1568.0,46.0,376.0,563.0,215.0,183.0,185.0,91.0,0,
129.0,63.0,99.0,414.0,250.0,141.0,385.0,181.0,49.0,1617.0,1568.0,51.0,387.0,563.0,233.0,183.0,203.0,119.0,0,
102.0,56.0,79.0,427.0,180.0,173.0,360.0,181.0,48.0,1740.0,1714.0,62.0,408.0,605.0,221.0,168.0,186.0,97.0,0,
105.0,67.0,89.0,466.0,234.0,171.0,361.0,189.0,55.0,1721.0,1632.0,54.0,406.0,623.0,228.0,189.0,191.0,97.0,0,
91.0,63.0,89.0,460.0,211.0,163.0,352.0,194.0,47.0,1650.0,1679.0,40.0,377.0,605.0,210.0,179.0,188.0,89.0,0,
110.0,54.0,89.0,471.0,142.0,145.0,354.0,162.0,57.0,1482.0,1679.0,52.0,357.0,658.0,243.0,177.0,175.0,87.0,0,
114.0,67.0,83.0,433.0,204.0,142.0,336.0,143.0,55.0,1442.0,1632.0,52.0,314.0,595.0,213.0,165.0,181.0,101.0,0,
100.0,78.0,83.0,454.0,236.0,142.0,361.0,181.0,76.0,1521.0,1866.0,54.0,383.0,654.0,234.0,178.0,194.0,107.0,0,
113.0,77.0,78.0,442.0,111.0,156.0,330.0,163.0,37.0,1425.0,1765.0,50.0,363.0,639.0,227.0,169.0,196.0,95.0,0,
94.0,71.0,86.0,442.0,131.0,201.0,352.0,175.0,40.0,1308.0,1616.0,60.0,318.0,560.0,206.0,159.0,167.0,79.0,0,
105.0,55.0,86.0,423.0,144.0,176.0,335.0,179.0,50.0,1532.0,1793.0,47.0,356.0,642.0,227.0,170.0,192.0,110.0,0,
109.0,64.0,87.0,444.0,134.0,162.0,383.0,167.0,50.0,1574.0,1793.0,44.0,360.0,648.0,212.0,170.0,202.0,106.0,0,
96.0,64.0,97.0,417.0,210.0,126.0,316.0,147.0,46.0,1400.0,1595.0,54.0,347.0,575.0,228.0,148.0,179.0,87.0,0,
111.0,70.0,85.0,403.0,200.0,150.0,306.0,192.0,47.0,1537.0,1642.0,53.0,351.0,586.0,215.0,167.0,187.0,89.0,0,
114.0,79.0,82.0,405.0,179.0,133.0,356.0,157.0,59.0,1402.0,1728.0,52.0,328.0,628.0,210.0,178.0,181.0,98.0,0,
107.0,67.0,91.0,416.0,248.0,166.0,331.0,189.0,53.0,1472.0,1700.0,54.0,347.0,593.0,204.0,179.0,176.0,88.0,0,
113.0,75.0,93.0,416.0,147.0,167.0,380.0,150.0,59.0,1472.0,1700.0,50.0,347.0,593.0,204.0,179.0,176.0,102.0,0,
89.0,71.0,90.0,379.0,214.0,186.0,331.0,188.0,59.0,1372.0,1552.0,52.0,334.0,561.0,185.0,130.0,172.0,92.0,0,
103.0,67.0,78.0,422.0,176.0,195.0,331.0,177.0,50.0,1524.0,1548.0,43.0,358.0,560.0,193.0,158.0,181.0,92.0,0,
103.0,76.0,91.0,408.0,168.0,149.0,320.0,167.0,60.0,1485.0,1623.0,39.0,351.0,560.0,206.0,158.0,177.0,93.0,0,
120.0,52.0,76.0,418.0,203.0,156.0,326.0,185.0,49.0,1485.0,1680.0,59.0,345.0,609.0,232.0,170.0,186.0,116.0,0,
106.0,71.0,99.0,387.0,203.0,180.0,309.0,156.0,59.0,1399.0,1504.0,50.0,326.0,556.0,213.0,163.0,186.0,89.0,0,
101.0,64.0,86.0,389.0,136.0,131.0,263.0,181.0,44.0,1412.0,1525.0,36.0,332.0,572.0,198.0,150.0,180.0,93.0,0,
105.0,71.0,76.0,360.0,183.0,151.0,306.0,178.0,52.0,1492.0,1354.0,41.0,347.0,480.0,188.0,150.0,159.0,74.0,0,
92.0,63.0,80.0,390.0,112.0,149.0,292.0,166.0,35.0,1500.0,1477.0,56.0,347.0,569.0,196.0,163.0,165.0,94.0,0,
101.0,48.0,77.0,372.0,188.0,157.0,293.0,169.0,41.0,1227.0,1486.0,60.0,292.0,519.0,196.0,141.0,150.0,80.0,0,
97.0,58.0,77.0,365.0,138.0,139.0,308.0,120.0,57.0,1134.0,1531.0,41.0,295.0,537.0,188.0,146.0,160.0,93.0,0,
108.0,58.0,54.0,367.0,138.0,133.0,301.0,120.0,63.0,1236.0,1524.0,53.0,267.0,547.0,208.0,138.0,162.0,84.0,0,
96.0,47.0,70.0,400.0,197.0,136.0,325.0,135.0,65.0,1065.0,1532.0,74.0,272.0,547.0,192.0,149.0,165.0,93.0,0,
111.0,52.0,78.0,393.0,165.0,127.0,291.0,147.0,65.0,1159.0,1555.0,41.0,300.0,553.0,204.0,153.0,158.0,91.0,0,
111.0,48.0,63.0,377.0,168.0,147.0,318.0,131.0,59.0,1159.0,1486.0,54.0,299.0,543.0,179.0,145.0,169.0,73.0,0,
103.0,48.0,67.0,358.0,138.0,116.0,308.0,112.0,37.0,856.0,1575.0,55.0,250.0,555.0,212.0,139.0,149.0,88.0,0,
87.0,41.0,65.0,347.0,163.0,118.0,252.0,105.0,38.0,754.0,1414.0,40.0,201.0,530.0,179.0,106.0,135.0,109.0,0,
87.0,54.0,69.0,388.0,148.0,148.0,307.0,109.0,59.0,778.0,1414.0,51.0,236.0,581.0,203.0,123.0,135.0,97.0,0,
